call_id,call_datetime,call_date,call_month,call_hour,agent_id,phone_number,customer_age_group,customer_gender,call_result,product_id,call_duration_min,is_duplicate_call
C01206,2024-06-03 10:56,2024-06-03,2024-06,10,A011,070-2330-3573,40代,男性,成約,P001,26.0,0
C01207,2024-02-05 14:25,2024-02-05,2024-02,14,A011,090-7708-5478,60代以上,男性,成約,P002,29.0,1
C01208,2024-06-03 18:20,2024-06-03,2024-06,18,A014,090-2085-7317,50代,男性,不在,,0.0,0
C01209,2024-09-23 14:37,2024-09-23,2024-09,14,A003,070-4340-7723,40代,女性,コールバック希望,P005,5.0,0
C01210,2024-02-08 14:00,2024-02-08,2024-02,14,A002,080-6668-7948,不明,女性,断り,,12.0,0
C01211,2024-08-29 14:08,2024-08-29,2024-08,14,A003,080-5668-8355,30代,男性,成約,P001,26.0,1
C01212,2024-03-04 14:40,2024-03-04,2024-03,14,A010,090-2871-5389,60代以上,女性,不在,,0.0,1
C01213,2024-05-15 13:13,2024-05-15,2024-05,13,A011,080-7757-6785,40代,男性,検討中,P005,9.0,0
C01214,2024-09-24 16:56,2024-09-24,2024-09,16,A006,090-5366-7429,不明,男性,断り,,3.0,1
C01215,2024-12-04 18:09,2024-12-04,2024-12,18,A013,080-5635-5312,30代,男性,検討中,P006,8.0,1
C01216,2024-03-20 19:29,2024-03-20,2024-03,19,A015,080-4272-6782,40代,女性,検討中,P001,5.0,0
C01217,2024-12-26 11:39,2024-12-26,2024-12,11,A007,080-4829-1305,30代,女性,検討中,P004,3.0,1
C01218,2024-06-11 12:48,2024-06-11,2024-06,12,A007,090-7041-5703,40代,男性,コールバック希望,P003,10.0,0
C01219,2024-09-13 17:44,2024-09-13,2024-09,17,A005,070-6546-3868,不明,女性,断り,,10.0,1
C01220,2024-07-23 17:17,2024-07-23,2024-07,17,A004,090-3322-2134,30代,女性,不在,,0.0,1
C01221,2024-09-23 13:45,2024-09-23,2024-09,13,A004,090-4236-5012,不明,男性,断り,,5.0,1
C01222,2024-01-22 13:51,2024-01-22,2024-01,13,A007,090-2697-3391,40代,女性,断り,,15.0,0
C01223,2024-02-07 11:37,2024-02-07,2024-02,11,A010,090-4391-8555,60代以上,男性,検討中,P004,13.0,1
C01224,2024-04-05 15:24,2024-04-05,2024-04,15,A005,080-8598-3271,40代,男性,検討中,P004,12.0,0
C01225,2024-07-22 11:29,2024-07-22,2024-07,11,A007,090-9289-6590,不明,男性,コールバック希望,P005,12.0,0
C01226,2024-11-08 19:58,2024-11-08,2024-11,19,A007,090-8790-1004,50代,男性,コールバック希望,P005,13.0,1
C01227,2024-10-10 17:55,2024-10-10,2024-10,17,A006,080-1578-4111,40代,女性,コールバック希望,P005,11.0,1
C01228,2024-04-05 13:49,2024-04-05,2024-04,13,A010,090-9640-1542,30代,女性,断り,,7.0,0
C01229,2024-01-26 15:55,2024-01-26,2024-01,15,A003,080-1519-5703,20代,男性,不在,,0.0,0
C01230,2024-04-08 19:38,2024-04-08,2024-04,19,A012,080-9653-6927,20代,男性,成約,P002,22.0,0
C01231,2024-06-03 10:42,2024-06-03,2024-06,10,A005,090-7102-9008,30代,男性,不在,,1.0,0
C01232,2024-11-29 16:54,2024-11-29,2024-11,16,A012,070-4450-4687,60代以上,不明,成約,P003,23.0,1
C01233,2024-03-01 10:33,2024-03-01,2024-03,10,A005,070-1448-8896,不明,女性,不在,,1.0,1
C01234,2024-10-29 16:27,2024-10-29,2024-10,16,A001,080-8844-8848,30代,男性,不在,,1.0,0
C01235,2024-01-08 13:45,2024-01-08,2024-01,13,A015,090-4111-5861,40代,男性,不在,,0.0,0
C01236,2024-04-29 10:59,2024-04-29,2024-04,10,A014,080-8348-7184,40代,男性,断り,,9.0,1
C01237,2024-11-13 14:58,2024-11-13,2024-11,14,A009,080-7357-8391,40代,女性,コールバック希望,P005,3.0,1
C01238,2024-03-08 18:05,2024-03-08,2024-03,18,A009,090-5468-3235,30代,男性,断り,,8.0,1
C01239,2024-07-29 14:59,2024-07-29,2024-07,14,A010,070-9148-5843,30代,女性,断り,,12.0,0
C01240,2024-11-29 18:41,2024-11-29,2024-11,18,A013,080-5043-8005,30代,女性,コールバック希望,P003,3.0,0
C01241,2024-03-04 17:20,2024-03-04,2024-03,17,A005,070-6867-4056,30代,女性,検討中,P001,13.0,0
C01242,2024-01-08 11:31,2024-01-08,2024-01,11,A002,090-4830-8724,30代,女性,断り,,13.0,1
C01243,2024-04-25 14:48,2024-04-25,2024-04,14,A001,090-1359-3420,30代,男性,断り,,13.0,1
C01244,2024-06-19 18:47,2024-06-19,2024-06,18,A012,080-5717-9096,40代,女性,不在,,0.0,0
C01245,2024-08-23 10:19,2024-08-23,2024-08,10,A004,090-2889-4742,50代,女性,不在,,1.0,1
C01246,2024-08-19 13:38,2024-08-19,2024-08,13,A014,090-5516-4088,40代,女性,成約,P003,25.0,0
C01247,2024-03-06 17:20,2024-03-06,2024-03,17,A007,080-5902-5661,50代,女性,コールバック希望,P001,14.0,1
C01248,2024-11-07 11:30,2024-11-07,2024-11,11,A002,070-8748-4525,20代,男性,不在,,1.0,0
C01249,2024-10-02 15:05,2024-10-02,2024-10,15,A014,070-1003-3403,60代以上,男性,検討中,P004,6.0,1
C01250,2024-07-01 14:22,2024-07-01,2024-07,14,A009,090-5785-1535,20代,男性,断り,,14.0,0
C01251,2024-08-19 13:45,2024-08-19,2024-08,13,A015,080-2835-3424,50代,男性,不在,,1.0,1
C01252,2024-07-22 10:31,2024-07-22,2024-07,10,A015,080-9581-9255,20代,不明,不在,,0.0,1
C01253,2024-01-08 17:20,2024-01-08,2024-01,17,A015,070-7512-9110,30代,男性,コールバック希望,P001,11.0,1
C01254,2024-12-30 15:11,2024-12-30,2024-12,15,A010,080-1916-9034,50代,女性,成約,P005,10.0,0
C01255,2024-03-25 17:47,2024-03-25,2024-03,17,A013,090-9451-8679,40代,女性,不在,,0.0,1
C01256,2024-12-23 17:42,2024-12-23,2024-12,17,A011,090-9410-6599,20代,女性,断り,,11.0,0
C01257,2024-11-07 16:05,2024-11-07,2024-11,16,A003,090-5119-3256,50代,男性,コールバック希望,P004,7.0,1
C01258,2024-05-01 13:26,2024-05-01,2024-05,13,A012,080-2478-4900,40代,女性,成約,P001,16.0,0
C01259,2024-01-11 14:32,2024-01-11,2024-01,14,A005,080-5641-9224,20代,不明,コールバック希望,P004,10.0,0
C01260,2024-03-27 10:43,2024-03-27,2024-03,10,A010,090-7912-4006,40代,女性,不在,,0.0,1
C01261,2024-02-19 12:54,2024-02-19,2024-02,12,A002,070-6858-8673,30代,女性,コールバック希望,P004,9.0,0
C01262,2024-10-10 13:03,2024-10-10,2024-10,13,A005,070-3422-5225,40代,男性,断り,,15.0,1
C01263,2024-10-31 16:02,2024-10-31,2024-10,16,A002,080-7821-7688,50代,男性,検討中,P004,15.0,1
C01264,2024-06-10 12:57,2024-06-10,2024-06,12,A001,080-5205-2770,40代,女性,断り,,3.0,1
C01265,2024-05-22 13:46,2024-05-22,2024-05,13,A012,080-8632-9476,50代,男性,不在,,0.0,0
C01266,2024-08-15 17:18,2024-08-15,2024-08,17,A002,080-5656-7982,50代,女性,断り,,4.0,1
C01267,2024-05-20 14:50,2024-05-20,2024-05,14,A010,090-6129-4077,60代以上,男性,断り,,9.0,1
C01268,2024-05-07 13:48,2024-05-07,2024-05,13,A003,080-5399-6289,40代,男性,断り,,3.0,1
C01269,2024-07-15 11:34,2024-07-15,2024-07,11,A012,070-9973-6353,不明,女性,検討中,P002,8.0,0
C01270,2024-07-17 15:03,2024-07-17,2024-07,15,A004,080-7592-5668,40代,男性,断り,,3.0,1
C01271,2024-05-02 14:00,2024-05-02,2024-05,14,A007,080-3102-3981,40代,男性,検討中,P002,14.0,1
C01272,2024-01-05 16:37,2024-01-05,2024-01,16,A005,070-9698-8416,不明,男性,成約,P002,28.0,1
C01273,2024-05-01 16:09,2024-05-01,2024-05,16,A001,080-2430-2313,40代,女性,断り,,3.0,0
C01274,2024-04-12 17:29,2024-04-12,2024-04,17,A012,080-9039-6747,50代,女性,不在,,1.0,1
C01275,2024-02-27 15:52,2024-02-27,2024-02,15,A014,070-3373-3745,20代,女性,検討中,P004,3.0,1
C01276,2024-08-26 13:52,2024-08-26,2024-08,13,A003,080-5095-2374,30代,女性,コールバック希望,P003,13.0,0
C01277,2024-06-12 13:35,2024-06-12,2024-06,13,A001,070-7418-5842,30代,女性,コールバック希望,P003,14.0,1
C01278,2024-02-16 11:01,2024-02-16,2024-02,11,A009,070-4943-9939,50代,女性,不在,,0.0,0
C01279,2024-06-28 15:18,2024-06-28,2024-06,15,A011,070-4268-5932,30代,女性,コールバック希望,P003,15.0,1
C01280,2024-03-26 15:43,2024-03-26,2024-03,15,A014,080-8579-5092,40代,女性,断り,,4.0,1
C01281,2024-12-24 14:00,2024-12-24,2024-12,14,A006,090-7566-2140,50代,男性,検討中,P004,4.0,1
C01282,2024-08-05 10:00,2024-08-05,2024-08,10,A009,080-7388-4865,50代,女性,検討中,P006,5.0,1
C01283,2024-04-10 13:04,2024-04-10,2024-04,13,A003,070-7171-6381,20代,男性,検討中,P003,3.0,1
C01284,2024-08-13 12:46,2024-08-13,2024-08,12,A002,080-6714-5480,不明,不明,不在,,0.0,0
C01285,2024-01-29 13:28,2024-01-29,2024-01,13,A007,080-2331-5042,30代,女性,断り,,8.0,0
C01286,2024-04-17 12:20,2024-04-17,2024-04,12,A002,080-2713-6879,20代,女性,検討中,P005,7.0,1
C01287,2024-07-08 12:43,2024-07-08,2024-07,12,A012,070-8527-9785,40代,女性,不在,,1.0,1
C01288,2024-10-21 18:05,2024-10-21,2024-10,18,A002,080-9270-7991,40代,女性,不在,,1.0,1
C01289,2024-04-19 14:24,2024-04-19,2024-04,14,A010,080-2253-2723,30代,女性,コールバック希望,P005,6.0,1
C01290,2024-11-18 16:29,2024-11-18,2024-11,16,A005,080-4245-8993,40代,女性,断り,,3.0,0
C01291,2024-04-05 19:47,2024-04-05,2024-04,19,A013,070-3687-7876,50代,男性,不在,,1.0,1
C01292,2024-05-06 18:51,2024-05-06,2024-05,18,A005,080-6633-4201,30代,女性,不在,,0.0,1
C01293,2024-05-03 12:54,2024-05-03,2024-05,12,A008,080-5684-8558,30代,男性,不在,,1.0,1
C01294,2024-07-26 13:02,2024-07-26,2024-07,13,A010,070-8322-2284,30代,男性,検討中,P005,5.0,1
C01295,2024-08-23 13:55,2024-08-23,2024-08,13,A015,080-4305-5091,30代,女性,断り,,5.0,1
C01296,2024-05-01 16:45,2024-05-01,2024-05,16,A015,080-1662-4585,50代,男性,成約,P006,27.0,1
C01297,2024-05-02 16:01,2024-05-02,2024-05,16,A003,070-3826-7150,50代,男性,断り,,7.0,1
C01298,2024-11-11 12:48,2024-11-11,2024-11,12,A007,090-9366-9499,30代,男性,不在,,1.0,0
C01299,2024-12-03 11:37,2024-12-03,2024-12,11,A008,080-6820-4432,20代,女性,断り,,12.0,1
C01300,2024-06-13 18:21,2024-06-13,2024-06,18,A014,080-7181-8786,30代,女性,不在,,1.0,1
C01301,2024-08-14 13:36,2024-08-14,2024-08,13,A015,070-1881-1431,30代,男性,不在,,0.0,1
C01302,2024-01-02 17:25,2024-01-02,2024-01,17,A001,090-5248-2742,30代,男性,不在,,0.0,0
C01304,2024-04-15 18:26,2024-04-15,2024-04,18,A004,090-9713-3944,不明,不明,コールバック希望,P005,14.0,0
C01305,2024-06-03 17:01,2024-06-03,2024-06,17,A015,080-8579-5092,30代,女性,コールバック希望,P004,3.0,1
C01306,2024-07-12 17:21,2024-07-12,2024-07,17,A004,070-8243-6549,40代,不明,不在,,0.0,1
C01307,2024-05-27 11:52,2024-05-27,2024-05,11,A011,070-8374-5306,50代,男性,成約,P004,23.0,1
C01308,2024-09-10 13:43,2024-09-10,2024-09,13,A015,090-5993-9591,40代,女性,不在,,1.0,1
C01309,2024-08-07 14:08,2024-08-07,2024-08,14,A003,080-3087-9322,50代,女性,断り,,3.0,1
C01310,2024-01-22 12:25,2024-01-22,2024-01,12,A001,090-1509-7625,60代以上,女性,検討中,P005,13.0,0
C01311,2024-02-06 13:28,2024-02-06,2024-02,13,A007,070-8713-8446,40代,男性,検討中,P005,10.0,0
C01312,2024-04-22 19:44,2024-04-22,2024-04,19,A009,090-6764-7895,50代,女性,不在,,1.0,0
C01313,2024-11-04 18:32,2024-11-04,2024-11,18,A005,090-6113-2391,50代,女性,断り,,12.0,1
C01314,2024-05-24 15:51,2024-05-24,2024-05,15,A001,080-7721-8557,50代,女性,不在,,0.0,1
C01315,2024-03-06 12:14,2024-03-06,2024-03,12,A004,070-4268-5932,30代,男性,コールバック希望,P003,9.0,1
C01316,2024-10-07 15:59,2024-10-07,2024-10,15,A012,070-8750-1613,50代,男性,コールバック希望,P006,4.0,0
C01317,2024-05-27 15:21,2024-05-27,2024-05,15,A010,090-6375-9088,50代,男性,検討中,P001,3.0,0
C01318,2024-12-23 19:56,2024-12-23,2024-12,19,A007,090-9561-5960,不明,女性,成約,P002,28.0,1
C01319,2024-03-29 17:59,2024-03-29,2024-03,17,A005,090-8474-3796,40代,女性,不在,,1.0,1
C01320,2024-09-09 11:32,2024-09-09,2024-09,11,A012,070-5041-5060,60代以上,男性,不在,,0.0,1
C01321,2024-09-26 16:41,2024-09-26,2024-09,16,A008,090-7304-5646,50代,女性,断り,,8.0,1
C01322,2024-09-24 10:44,2024-09-24,2024-09,10,A007,080-8800-2645,50代,女性,成約,P006,16.0,1
C01323,2024-06-05 14:36,2024-06-05,2024-06,14,A007,080-6753-9346,40代,女性,断り,,7.0,0
C01324,2024-12-17 14:17,2024-12-17,2024-12,14,A007,090-3498-9376,40代,男性,断り,,15.0,1
C01325,2024-11-13 18:28,2024-11-13,2024-11,18,A014,090-2860-3456,30代,男性,検討中,P004,15.0,1
C01326,2024-02-12 13:08,2024-02-12,2024-02,13,A007,070-6199-1687,40代,女性,成約,P004,20.0,0
C01328,2024-07-02 18:22,2024-07-02,2024-07,18,A013,080-7038-5295,40代,女性,成約,P002,18.0,1
C01329,2024-01-29 13:28,2024-01-29,2024-01,13,A001,090-6302-5794,40代,男性,検討中,P004,15.0,0
C01330,2024-01-30 13:26,2024-01-30,2024-01,13,A011,090-6437-4424,30代,男性,断り,,7.0,1
C01331,2024-05-13 18:16,2024-05-13,2024-05,18,A015,070-4671-8968,40代,女性,成約,P005,23.0,1
C01332,2024-04-15 12:26,2024-04-15,2024-04,12,A003,070-2040-7304,40代,男性,コールバック希望,P004,3.0,1
C01333,2024-08-28 18:46,2024-08-28,2024-08,18,A014,080-7820-3936,40代,男性,成約,P001,17.0,0
C01334,2024-05-17 12:13,2024-05-17,2024-05,12,A013,080-7165-4651,20代,男性,断り,,9.0,1
C01335,2024-01-25 15:47,2024-01-25,2024-01,15,A012,070-6890-4871,60代以上,女性,断り,,3.0,1
C01336,2024-05-17 16:00,2024-05-17,2024-05,16,A004,080-6706-8801,40代,女性,断り,,9.0,0
C01337,2024-10-21 18:08,2024-10-21,2024-10,18,A014,080-8609-4342,60代以上,女性,不在,,60.0,1
C01338,2024-07-04 13:17,2024-07-04,2024-07,13,A004,090-5489-2529,30代,男性,断り,,7.0,1
C01339,2024-07-01 17:24,2024-07-01,2024-07,17,A004,080-6957-6715,30代,男性,不在,,1.0,0
C01340,2024-11-25 16:14,2024-11-25,2024-11,16,A008,070-7686-5583,20代,女性,断り,,13.0,1
C01341,2024-03-12 16:27,2024-03-12,2024-03,16,A001,070-4161-1349,30代,男性,成約,P006,29.0,0
C01342,2024-04-29 19:22,2024-04-29,2024-04,19,A013,090-5231-3949,30代,女性,コールバック希望,P005,15.0,1
C01343,2024-04-08 18:09,2024-04-08,2024-04,18,A008,080-5430-3946,50代,女性,成約,P001,28.0,0
C01344,2024-09-30 14:23,2024-09-30,2024-09,14,A005,090-4549-1564,50代,男性,不在,,0.0,1
C01345,2024-08-05 17:58,2024-08-05,2024-08,17,A015,080-2436-1803,30代,男性,不在,,0.0,1
C01346,2024-11-25 15:25,2024-11-25,2024-11,15,A013,080-2207-1547,30代,女性,不在,,1.0,1
C01347,2024-11-27 17:10,2024-11-27,2024-11,17,A004,070-3167-8744,50代,女性,コールバック希望,P004,3.0,0
C01348,2024-11-14 17:10,2024-11-14,2024-11,17,A007,070-6797-8074,30代,男性,断り,,10.0,1
C01349,2024-08-15 12:00,2024-08-15,2024-08,12,A014,090-7342-7180,50代,不明,断り,,5.0,1
C01350,2024-02-19 19:33,2024-02-19,2024-02,19,A006,080-5914-3580,40代,男性,コールバック希望,P001,10.0,1
C01351,2024-03-18 18:52,2024-03-18,2024-03,18,A013,070-2402-9576,40代,女性,断り,,8.0,0
C01352,2024-01-12 18:59,2024-01-12,2024-01,18,A010,070-5097-8484,50代,男性,成約,P002,24.0,0
C01353,2024-08-19 16:37,2024-08-19,2024-08,16,A002,070-4010-8264,30代,男性,成約,P002,15.0,0
C01354,2024-08-07 13:17,2024-08-07,2024-08,13,A012,070-3003-6134,20代,女性,不在,,1.0,0
C01355,2024-10-24 13:16,2024-10-24,2024-10,13,A008,090-4471-1179,40代,女性,成約,P004,23.0,1
C01356,2024-09-25 11:52,2024-09-25,2024-09,11,A010,080-4341-7479,50代,男性,不在,,0.0,0
C01357,2024-02-05 13:04,2024-02-05,2024-02,13,A009,080-5728-3683,40代,女性,検討中,P005,3.0,1
C01358,2024-11-07 17:40,2024-11-07,2024-11,17,A009,090-2468-6198,50代,男性,断り,,9.0,1
C01359,2024-10-08 15:26,2024-10-08,2024-10,15,A005,090-6912-3939,60代以上,女性,検討中,P001,5.0,1
C01360,2024-03-18 12:25,2024-03-18,2024-03,12,A002,090-2740-8234,30代,男性,不在,,0.0,1
C01361,2024-02-15 15:51,2024-02-15,2024-02,15,A012,090-1598-8526,60代以上,女性,断り,,5.0,1
C01362,2024-03-11 17:01,2024-03-11,2024-03,17,A009,070-1612-7147,20代,女性,不在,,1.0,0
C01363,2024-11-01 10:07,2024-11-01,2024-11,10,A012,080-2195-1981,30代,男性,成約,P005,23.0,0
C01364,2024-07-17 15:57,2024-07-17,2024-07,15,A003,080-5795-5001,40代,女性,検討中,P003,14.0,1
C01366,2024-11-11 14:33,2024-11-11,2024-11,14,A009,090-4323-1057,60代以上,男性,不在,,0.0,1
C01367,2024-12-19 14:51,2024-12-19,2024-12,14,A006,080-9845-3663,50代,男性,断り,,6.0,1
C01368,2024-06-14 13:40,2024-06-14,2024-06,13,A002,080-8025-6003,50代,男性,成約,P003,24.0,0
C01369,2024-11-25 11:30,2024-11-25,2024-11,11,A003,070-4257-9928,40代,女性,不在,,0.0,1
C01370,2024-06-10 13:32,2024-06-10,2024-06,13,A001,070-4249-2245,60代以上,女性,断り,,4.0,1
C01371,2024-09-04 19:41,2024-09-04,2024-09,19,A005,090-9189-9782,30代,男性,コールバック希望,P001,15.0,1
C01372,2024-01-26 12:34,2024-01-26,2024-01,12,A014,090-8712-1826,40代,女性,コールバック希望,P001,8.0,1
C01373,2024-02-08 17:37,2024-02-08,2024-02,17,A010,070-9042-2680,40代,男性,不在,,1.0,1
C01374,2024-11-25 19:51,2024-11-25,2024-11,19,A004,070-4257-9928,40代,女性,不在,,1.0,1
C01375,2024-08-30 15:18,2024-08-30,2024-08,15,A007,090-5670-2374,40代,女性,成約,P002,34.0,1
C01376,2024-01-12 11:13,2024-01-12,2024-01,11,A014,090-4876-2727,40代,女性,コールバック希望,P005,8.0,1
C01377,2024-04-16 18:22,2024-04-16,2024-04,18,A011,090-1058-6464,40代,男性,断り,,10.0,0
C01378,2024-08-12 12:32,2024-08-12,2024-08,12,A011,090-8178-8412,50代,男性,断り,,11.0,1
C01379,2024-10-16 17:21,2024-10-16,2024-10,17,A003,080-9274-3431,50代,男性,断り,,14.0,1
C01380,2024-04-01 13:24,2024-04-01,2024-04,13,A004,080-5694-8598,20代,女性,不在,,1.0,1
C01381,2024-05-06 15:51,2024-05-06,2024-05,15,A009,080-3572-5786,60代以上,女性,断り,,10.0,0
C01382,2024-07-15 18:45,2024-07-15,2024-07,18,A013,090-5496-7901,30代,女性,検討中,P002,14.0,1
C01383,2024-11-28 11:40,2024-11-28,2024-11,11,A005,090-6077-2294,60代以上,男性,断り,,14.0,0
C01384,2024-08-14 10:00,2024-08-14,2024-08,10,A002,090-8693-3038,不明,男性,コールバック希望,P002,4.0,1
C01385,2024-10-09 11:53,2024-10-09,2024-10,11,A010,090-9923-5861,50代,女性,コールバック希望,P001,6.0,0
C01386,2024-09-02 13:56,2024-09-02,2024-09,13,A011,090-1432-7896,50代,男性,成約,P005,18.0,0
C01387,2024-08-19 13:47,2024-08-19,2024-08,13,A013,090-2185-9243,50代,男性,コールバック希望,P005,15.0,0
C01388,2024-05-27 16:15,2024-05-27,2024-05,16,A007,090-9055-6253,30代,不明,コールバック希望,P001,15.0,1
C01389,2024-11-26 15:45,2024-11-26,2024-11,15,A010,090-4621-7076,40代,男性,不在,,0.0,1
C01390,2024-08-19 14:38,2024-08-19,2024-08,14,A007,090-1502-2503,40代,男性,不在,,1.0,1
C01391,2024-06-10 17:58,2024-06-10,2024-06,17,A003,080-6681-8928,60代以上,不明,検討中,P002,15.0,1
C01392,2024-03-06 12:44,2024-03-06,2024-03,12,A013,080-6384-3658,40代,男性,コールバック希望,P003,12.0,0
C01393,2024-04-16 17:27,2024-04-16,2024-04,17,A015,080-8177-9563,40代,男性,断り,,9.0,1
C01394,2024-08-19 16:20,2024-08-19,2024-08,16,A008,080-3414-6788,50代,男性,検討中,P003,7.0,0
C01395,2024-01-15 16:13,2024-01-15,2024-01,16,A005,070-3361-9115,40代,女性,検討中,P003,4.0,1
C01396,2024-06-06 12:51,2024-06-06,2024-06,12,A007,070-2753-6463,40代,男性,検討中,P001,4.0,0
C01397,2024-03-06 13:04,2024-03-06,2024-03,13,A013,090-1749-5885,不明,女性,断り,,15.0,0
C01398,2024-10-25 17:40,2024-10-25,2024-10,17,A006,070-4349-7082,40代,女性,検討中,P006,10.0,1
C01400,2024-02-02 17:13,2024-02-02,2024-02,17,A006,090-9719-7739,50代,女性,不在,,1.0,1
C01401,2024-09-03 12:34,2024-09-03,2024-09,12,A007,070-8480-8126,20代,女性,コールバック希望,P002,12.0,1
C01402,2024-02-05 13:23,2024-02-05,2024-02,13,A004,090-8716-8936,50代,女性,検討中,P006,14.0,0
C01404,2024-08-26 15:20,2024-08-26,2024-08,15,A009,090-5135-6004,20代,男性,検討中,P002,14.0,0
C01405,2024-05-06 14:41,2024-05-06,2024-05,14,A005,090-5923-8259,40代,男性,断り,,4.0,1
C01406,2024-07-10 14:03,2024-07-10,2024-07,14,A013,080-8284-4046,40代,男性,成約,P006,27.0,0
C01407,2024-04-15 15:20,2024-04-15,2024-04,15,A005,070-5137-6690,30代,女性,成約,P001,18.0,0
C01408,2024-03-28 16:51,2024-03-28,2024-03,16,A007,070-6493-3392,40代,男性,成約,P005,12.0,1
C01409,2024-12-09 14:33,2024-12-09,2024-12,14,A010,090-1782-3043,不明,女性,検討中,P003,5.0,0
C01410,2024-11-25 15:53,2024-11-25,2024-11,15,A007,080-8848-1999,50代,男性,成約,P004,28.0,0
C01411,2024-05-14 12:47,2024-05-14,2024-05,12,A006,080-2524-6315,20代,男性,検討中,P004,3.0,0
C01412,2024-09-16 14:21,2024-09-16,2024-09,14,A003,080-1231-9751,60代以上,男性,コールバック希望,P006,8.0,0
C01413,2024-03-11 12:47,2024-03-11,2024-03,12,A015,080-2103-5107,30代,女性,成約,P003,35.0,1
C01414,2024-01-19 11:04,2024-01-19,2024-01,11,A008,070-2631-6168,40代,男性,検討中,P006,12.0,0
C01415,2024-07-24 14:15,2024-07-24,2024-07,14,A014,090-4726-3858,30代,男性,検討中,P006,11.0,1
C01416,2024-01-22 10:20,2024-01-22,2024-01,10,A005,080-6250-2006,30代,男性,検討中,P005,5.0,1
C01417,2024-07-12 12:01,2024-07-12,2024-07,12,A006,080-3700-5141,40代,男性,成約,P006,33.0,1
C01418,2024-04-16 13:19,2024-04-16,2024-04,13,A002,090-1990-7520,30代,男性,検討中,P005,4.0,0
C01419,2024-09-23 13:07,2024-09-23,2024-09,13,A003,070-3897-6134,30代,女性,不在,,0.0,1
C01420,2024-07-29 16:21,2024-07-29,2024-07,16,A014,080-1565-6921,40代,女性,成約,P003,15.0,1
C01421,2024-08-14 14:00,2024-08-14,2024-08,14,A010,070-2741-1750,40代,男性,検討中,P005,11.0,0
C01422,2024-01-29 17:37,2024-01-29,2024-01,17,A003,090-2085-5942,50代,女性,コールバック希望,P002,9.0,1
C01423,2024-12-04 15:40,2024-12-04,2024-12,15,A005,090-1567-5026,40代,男性,不在,,0.0,1
C01424,2024-02-19 13:11,2024-02-19,2024-02,13,A007,090-1274-9673,50代,男性,コールバック希望,P004,8.0,0
C01425,2024-07-18 19:23,2024-07-18,2024-07,19,A008,090-1866-5467,不明,女性,不在,,0.0,0
C01426,2024-02-23 13:50,2024-02-23,2024-02,13,A005,090-3496-4908,40代,不明,コールバック希望,P002,6.0,1
C01427,2024-08-14 17:17,2024-08-14,2024-08,17,A005,080-5093-2551,50代,男性,コールバック希望,P004,9.0,0
C01428,2024-10-14 15:44,2024-10-14,2024-10,15,A004,070-3138-8433,30代,女性,不在,,1.0,1
C01429,2024-05-28 12:58,2024-05-28,2024-05,12,A003,080-4463-7671,40代,男性,不在,,1.0,1
C01430,2024-06-24 14:10,2024-06-24,2024-06,14,A002,070-6085-6381,60代以上,男性,不在,,1.0,1
C01431,2024-04-18 18:18,2024-04-18,2024-04,18,A005,090-3586-5719,40代,女性,断り,,8.0,1
C01432,2024-10-22 10:50,2024-10-22,2024-10,10,A011,080-5944-6285,30代,女性,成約,P006,27.0,1
C01433,2024-11-07 17:48,2024-11-07,2024-11,17,A010,080-5455-4827,20代,男性,断り,,13.0,1
C01434,2024-04-24 16:32,2024-04-24,2024-04,16,A014,090-9291-1731,40代,男性,成約,P004,35.0,1
C01435,2024-01-15 12:31,2024-01-15,2024-01,12,A002,090-4318-4925,30代,男性,不在,,1.0,1
C01436,2024-03-26 17:49,2024-03-26,2024-03,17,A012,080-5748-3409,40代,女性,成約,P001,18.0,0
C01437,2024-12-30 10:57,2024-12-30,2024-12,10,A009,090-8278-2386,40代,男性,成約,P006,18.0,0
C01438,2024-05-27 14:12,2024-05-27,2024-05,14,A002,090-4907-9015,50代,女性,断り,,7.0,1
C01439,2024-06-14 16:53,2024-06-14,2024-06,16,A003,080-9958-4050,30代,女性,成約,P005,30.0,1
C01440,2024-07-26 12:52,2024-07-26,2024-07,12,A013,080-4782-8468,30代,女性,検討中,P001,10.0,0
C01441,2024-07-22 17:16,2024-07-22,2024-07,17,A004,080-5271-1895,20代,男性,断り,,13.0,1
C01442,2024-07-30 16:24,2024-07-30,2024-07,16,A011,090-2615-5239,20代,女性,不在,,1.0,1
C01443,2024-01-15 14:56,2024-01-15,2024-01,14,A011,070-6185-3772,30代,男性,断り,,6.0,1
C01444,2024-07-18 11:22,2024-07-18,2024-07,11,A002,070-8838-2102,30代,男性,不在,,0.0,1
C01445,2024-10-28 10:48,2024-10-28,2024-10,10,A012,090-8790-1004,30代,女性,成約,P002,17.0,1
C01446,2024-12-06 14:30,2024-12-06,2024-12,14,A008,080-1319-2832,60代以上,女性,不在,,0.0,0
C01447,2024-02-21 13:52,2024-02-21,2024-02,13,A013,090-4912-7274,50代,男性,断り,,15.0,1
C01448,2024-08-12 14:13,2024-08-12,2024-08,14,A002,090-5068-2369,20代,女性,成約,P003,27.0,1
C01449,2024-10-23 16:37,2024-10-23,2024-10,16,A005,070-4063-6993,50代,不明,不在,,0.0,0
C01450,2024-03-25 18:02,2024-03-25,2024-03,18,A011,070-7805-1330,50代,男性,成約,P005,23.0,0
